PassengerId,Survived,Age,SibSp,Parch,Fare,Sex,Embarked,Pclass
69,1,17.0,4,2,7.925,female,S,3
209,1,16.0,0,0,7.75,female,Q,3
609,1,22.0,1,2,41.5792,female,C,2
421,0,,0,0,7.8958,male,C,3
254,0,30.0,1,0,16.1,male,S,3
847,0,,8,2,69.55,male,S,3
340,0,45.0,0,0,35.5,male,S,1
410,0,,3,1,25.4667,female,S,3
112,0,14.5,1,0,14.4542,female,C,3
225,1,38.0,1,0,90.0,male,S,1
545,0,50.0,1,0,106.425,male,C,1
74,0,26.0,1,0,14.4542,male,C,3
48,1,,0,0,7.75,female,Q,3
639,0,41.0,0,5,39.6875,female,S,3
114,0,20.0,1,0,9.825,female,S,3
97,0,71.0,0,0,34.6542,male,C,1
738,1,35.0,0,0,512.3292,male,C,1
215,0,,1,0,7.75,male,Q,3
570,1,32.0,0,0,7.8542,male,S,3
124,1,32.5,0,0,13.0,female,S,2
107,1,21.0,0,0,7.65,female,S,3
596,0,36.0,1,1,24.15,male,S,3
18,1,,0,0,13.0,male,S,2
743,1,21.0,2,2,262.375,female,C,1
99,1,34.0,0,1,23.0,female,S,2
323,1,30.0,0,0,12.35,female,Q,2
383,0,32.0,0,0,7.925,male,S,3
366,0,30.0,0,0,7.25,male,S,3
511,1,29.0,0,0,7.75,male,Q,3
